id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
360,LoHi Secret garden at the Chickadee Cottage,666,Jennifer & Giovanni,,Highland,39.76703329045509,-105.0025640520893,Entire home/apt,140,1,3,2018-08-23,3,3,321
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75360861432099,-104.91237270428186,Private room,61,1,540,2018-08-25,4.71,2,161
592,private,933,Jill,,North Park Hill,39.754379776740834,-104.91155676275874,Private room,42,30,142,2017-07-28,1.23,2,152
686,Alexandra's Uptown Queen Bed Room,990,Alexandra,,North Capitol Hill,39.7450296112037,-104.97756400866717,Private room,70,2,232,2018-07-27,1.91,3,292
1940,Baker Studio Close to EVERYTHING,2150,Joanne,,Baker,39.71981035998084,-104.9964870870153,Entire home/apt,95,2,21,2018-08-24,1.08,1,124
2086,Garden Level Condo,2284,Katy,,Hale,39.73996163398822,-104.93172823478774,Entire home/apt,76,30,11,2018-06-30,1.94,1,130
21745,Alexandra's Uptown King Bed Room plus,990,Alexandra,,North Capitol Hill,39.74513091975909,-104.97902782993222,Private room,65,2,218,2018-08-07,2.14,3,285
21746,Alexandra's Uptown Full Bed Room,990,Alexandra,,North Capitol Hill,39.744874489231776,-104.97757971671415,Private room,60,3,237,2018-08-04,2.32,3,225
31503,Highland Park Guest House,135298,Rick,,West Highland,39.762159461176836,-105.02865987371432,Entire home/apt,110,3,37,2018-07-26,0.38,1,338
39405,LoHi Secret garden at the Mulberry Cottage,666,Jennifer & Giovanni,,Highland,39.76588303201439,-105.00545175761249,Entire home/apt,111,1,501,2018-08-22,5.11,3,311
41284,Purrfect 2BR bsmt suite btwn Lowry & Cherry Creek!,178508,Lisa,,Washington Virginia Vale,39.71036336002511,-104.91307249830423,Private room,90,1,82,2018-08-23,6.34,1,153
56185,charming home for your vacation,266051,Kate,,North Park Hill,39.753215095516104,-104.93334501905635,Entire home/apt,300,3,63,2018-08-11,0.68,1,332
58598,Apartment in Historic Congress Park,280583,Carey,,Congress Park,39.73730412808642,-104.95615574466999,Entire home/apt,94,2,532,2018-08-22,5.69,1,0
59631,VICTORIAN TOWNHOME DOWNTOWN,1496,Julie,,Five Points,39.74947215259146,-104.97611259083283,Entire home/apt,179,1,138,2018-08-20,1.57,2,337
74125,Spacious Cap Hill Condo (built in 1889) with yards,385864,Joe,,Capitol Hill,39.73275785738501,-104.98035207881279,Entire home/apt,120,3,85,2018-08-14,0.98,1,25
81540,Affordable S. Denver Guest House,98912,Jess,,Overland,39.66786893848025,-104.98968597826972,Entire home/apt,75,5,134,2018-07-15,1.48,1,256
90307,Comfy King Size Room (Park Hill),489506,Doreen,,South Park Hill,39.74954523033806,-104.93238859781933,Private room,90,1,169,2018-08-13,2.09,2,87
98008,"Beautiful sun filled queen, close to everything!",297382,James,,Five Points,39.749265750021166,-104.97481782374622,Private room,70,2,192,2018-08-19,2.16,2,325
98014,Beautiful single steps to Downtown,297382,James,,Five Points,39.74865493443946,-104.97521507365906,Private room,60,2,181,2018-06-18,2.04,2,346
142683,Historic Denver City Park Condo,692622,Nancy,,City Park,39.74145037663793,-104.94844997223437,Entire home/apt,145,1,259,2018-07-30,2.98,1,327
172196,Luxury Wash Park Home Great for Families,526354,Michael,,Washington Park,39.696877017014224,-104.96231625479423,Entire home/apt,411,3,22,2018-08-21,0.26,1,338
177942,Sky Gallery at Promenade Lofts,448794,Tyler,,Union Station,39.75479735717703,-105.00516603243588,Entire home/apt,195,2,120,2018-08-25,1.39,1,307
182353,Private Suite - 2017-BFN- (Phone number hidden by Airbnb),874113,Tatiana,,Hampden South,39.652828670327,-104.91098924758559,Private room,80,30,88,2017-08-14,1.02,1,335
192430,TREETOP VIEW BEDROOM - Dwntwn./East,923646,Kate,,South Park Hill,39.741596593397965,-104.93613034734794,Private room,40,30,111,2018-08-11,1.30,1,111
217715,Room w/own Bath near University,1124687,Yvonne And Desmond,,University Park,39.670633584592245,-104.95358558567193,Private room,89,1,14,2018-07-29,0.19,1,342
236207,Denver Penthouse GreatViews $9 to DIA+FREEMallRide,1238201,Dave,,Union Station,39.75474852616075,-105.00533440011777,Entire home/apt,235,2,56,2018-01-01,0.75,1,158
242859,Modern Cherry Creek Hot-Spot (Denver),1275154,Brenda,,Cherry Creek,39.715579068675545,-104.94160352739355,Entire home/apt,150,3,82,2018-08-19,0.98,1,324
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,,Union Station,39.75034707021019,-104.99623668734549,Entire home/apt,300,4,1,2018-07-03,0.54,1,361
286732,House on Stout: Prairie,1154806,Ellen,,Five Points,39.752886458426076,-104.98199544750378,Private room,70,2,127,2018-08-11,2.48,3,36
287392,Sloan's Lake Urban Farm and Garden Craftsman Home,1396664,Tara,,West Colfax,39.74285556607671,-105.04918470750118,Entire home/apt,250,3,0,,,1,207
327500,"Unique quiet island in Master Suite, 3 day min.",1673900,Ruth & Erv,,Hampden South,39.633800234796176,-104.88626531038065,Private room,125,3,27,2017-10-14,0.34,3,365
343936,"UNIQUE SPOT IN DENVER,Entire",1673900,Ruth & Erv,,Hampden South,39.63244095308672,-104.88677508809376,Entire home/apt,475,4,8,2015-04-24,0.11,3,358
364585,Washington Park Stunning Townhouse,930851,Nicholas,,Washington Park West,39.698589480078496,-104.98130336008728,Entire home/apt,185,14,125,2018-08-12,1.59,1,300
370209,Private room in the nest - w/bathroom,269892,Maura,,Baker,39.718163886854114,-104.99620382670153,Private room,70,1,48,2018-07-22,1.27,2,325
440769,Mini Sweet/RINO City Park,1810376,Jimbo,,Clayton,39.766700631409186,-104.95498154172417,Private room,40,1,528,2018-08-24,6.85,4,342
477016,Private room In the heart of Denver,10951,Tricia,,City Park West,39.74129856145918,-104.96934353402783,Private room,55,2,260,2018-08-03,3.47,2,116
478642,Calm Retreat in Artist's Abode,2370964,Andrea,,Clayton,39.76960116168779,-104.9534835748162,Private room,48,2,75,2018-07-10,0.98,2,53
504080,Creative Haven in Artists's Abode,2370964,Andrea,,Clayton,39.765862032909425,-104.95459470690591,Entire home/apt,145,2,44,2018-07-25,0.58,2,329
509892,Beautiful Home in desirable Hilltop,2512289,Deena,,Hilltop,39.71798593883863,-104.92845158485171,Private room,85,1,5,2017-11-02,0.32,1,364
521072,Downtown and Modern by Hospital.,2563107,Matthew,,City Park West,39.74428076092698,-104.96285022072095,Entire home/apt,55,60,192,2018-05-30,2.58,2,118
548897,"TreeHouse Suite, in Healing Center",1313972,Heather,,City Park,39.74064706158654,-104.95845572084312,Private room,85,30,144,2018-08-04,2.12,3,272
575758,a REAL warehouse LOFT,2832150,Kerry,,Five Points,39.76745503552546,-104.97948175643386,Entire home/apt,200,90,38,2017-01-09,0.72,1,365
604803,LoHi  Secret garden at the Willow Cottage,666,Jennifer & Giovanni,,Highland,39.76606162915647,-105.00505936134714,Entire home/apt,120,1,152,2018-08-07,2.06,3,249
620905,"Victorian Gem nr. downtown, City Pk",2773726,Thomas,,Whittier,39.75263108463774,-104.97076720843049,Entire home/apt,170,4,2,2018-07-06,0.03,1,238
627673,"LoDo, RiNo, Downtown & Convention Center",3029098,Renee And Linda,,Five Points,39.76068855792753,-104.97421096595143,Entire home/apt,111,1,83,2018-08-19,1.13,1,77
629194,Private Guest House Studio,3125360,Juan,,Berkeley,39.77067632362623,-105.03455540080934,Entire home/apt,85,3,218,2018-08-12,2.97,2,336
632709,1890 townhome in popular LoHi!,2157095,Valerie,,Highland,39.76658830170457,-105.00956625802627,Entire home/apt,149,1,82,2018-08-23,1.31,1,326
662390,Super-Comfortable Private Bedroom,3344763,Steve,,Platt Park,39.68303928224377,-104.98301903663783,Private room,58,3,40,2018-08-17,0.55,3,343
662431,☆Charming Studio☆ Close to Everything/Free Parking,3344656,Tim,,Washington Park,39.70417850069587,-104.96720567239669,Entire home/apt,109,1,151,2018-08-25,6.71,2,324
665622,Walk to Everything Downtown- 2BR,3364096,Becky,,Highland,39.76091052879869,-105.01205436288187,Entire home/apt,120,1,678,2018-08-26,9.28,1,283
676825,Beautiful Home in Charming Location,3440535,Krista,,Stapleton,39.75663132744614,-104.88422854214805,Entire home/apt,199,3,112,2018-08-10,1.55,1,303
678602,Great space and close to downtown!,1577294,Leigh,,Jefferson Park,39.751458793837045,-105.02246187981552,Entire home/apt,112,2,112,2018-08-20,1.57,1,148
732845,Downtown. Walk Everywhere. 3 BR+,3816358,John,,Five Points,39.75915981845197,-104.98067628571675,Entire home/apt,349,2,65,2018-08-12,0.91,1,328
746298,Urban Retreat with Private Bath,3915386,Mary,,Lowry Field,39.723450683059106,-104.89731469225438,Private room,55,2,56,2018-08-10,1.37,2,61
747158,Spruce House: 2br Denver townhouse,3915386,Mary,,Lowry Field,39.725197658327126,-104.89754073126227,Entire home/apt,155,9,21,2017-05-20,0.30,2,34
756594,Private lower level 2 bedroom suite,3638426,Ling & Chris,,South Park Hill,39.74156251155385,-104.91633219003344,Entire home/apt,78,2,198,2018-08-26,2.93,1,304
760023,Lovely home nr dwntn & City Park,3441942,Jill,,City Park West,39.749789667680346,-104.96447007865711,Private room,65,2,174,2018-08-14,2.54,1,330
761858,2 Bedrooms - 2 King Size Beds (Park Hill),489506,Doreen,,South Park Hill,39.75005884375604,-104.93265031472264,Private room,170,1,15,2018-08-15,0.22,2,87
769437,Awesome Room in Baker neigborhood,4017276,Simone,,Baker,39.71660607305292,-104.99617673881377,Private room,75,2,67,2018-08-15,1.02,1,70
774712,30Nt Min.REQUIREDto book Cozy UptownWalkDowntwn #2,4087056,Jeanne,,City Park West,39.741284567160385,-104.9676078070743,Entire home/apt,105,10,27,2018-03-10,0.39,6,323
774813,Bungalow near RINO City Park,1810376,Jimbo,,Clayton,39.76545875863194,-104.95422051304247,Private room,45,1,483,2018-08-24,6.85,4,350
776434,Super-comfortable Modern Home - Platt Park D.U.,3344763,Steve,,Platt Park,39.68388929799609,-104.9807621130917,Entire home/apt,225,3,65,2018-08-02,0.95,3,346
785140,Top floor 2 bdrm entire unit in old Bungalow home,1275081,Shawn,,Sunnyside,39.779885900657206,-105.01580553564779,Entire home/apt,57,3,29,2018-07-08,0.49,2,0
787456,Queen en suite in lovely Victorian,4150751,Pamela,,Congress Park,39.73432841892958,-104.9566628307658,Private room,74,1,274,2018-08-17,3.95,3,310
791138,Private Bath & Garage Parking!,4168059,Donna,,Marston,39.62547872279624,-105.08109139035562,Private room,59,5,123,2017-12-26,1.77,1,239
823343,"Beautiful Wash Park Home, 4 Bedroom",4322821,Kathryn,,Washington Park West,39.701687144521266,-104.98266477992321,Entire home/apt,300,5,5,2018-01-05,0.11,2,0
833937,Sunny Home in Historic Curtis Park,4362827,Eliza Jane,,Five Points,39.75525206771707,-104.9774508312209,Entire home/apt,128,2,355,2018-08-17,5.23,1,210
852934,Peaceful Artist Oasis 2BR easy access Downtown,4452973,Vivian & Tom,,Goldsmith,39.675475771469465,-104.92997426689581,Entire home/apt,74,1,157,2018-08-20,2.44,1,357
861993,Northwest Denver garden apartment,4517141,John And Shann,,Sloan Lake,39.7494020350268,-105.03548016200347,Entire home/apt,95,1,263,2018-08-17,3.93,1,308
866145,Clean & comfortable in heart of Denver,4550009,Preston,,Baker,39.72514822785795,-104.99727470991958,Private room,65,1,225,2018-08-18,8.00,2,145
875596,Cozy BUNGALOW-Loft & Studio 5 Mins to Downtown!,4623093,Matt,,Barnum,39.71703113368798,-105.03896291001723,Entire home/apt,128,1,205,2018-08-06,3.04,2,77
911140,Inspired Urban Dwelling,332539,Mignon,,Congress Park,39.73890413695586,-104.95242013493237,Private room,72,2,50,2016-08-09,0.74,1,303
915016,Cozy Capitol Hill Accommodation,4911774,Tim And Cindy,,Capitol Hill,39.734173983031184,-104.97613742138897,Entire home/apt,95,2,230,2018-08-17,3.62,1,329
921485,Stylish & Historic LoHi Loft w/ Views and Parking,3378084,Alexandra,,Highland,39.75892559688951,-105.01637334335858,Entire home/apt,129,30,52,2018-07-10,0.79,2,354
923994,"Central 2-Story Historic 3BR, 2.5BA Congress Park",4970201,Rob,,Congress Park,39.73729239697935,-104.95012892195047,Entire home/apt,235,2,30,2018-07-04,0.46,1,281
953052,Congress Park Cottage,5173501,Steve,,Congress Park,39.73219631963293,-104.94899266502415,Entire home/apt,110,5,1,2016-05-31,0.04,1,339
958612,"DENVER CORPORATE 2BD/2BA SUITE MTN VIEW, LOCATION",5216325,Julia,,CBD,39.74531261766886,-104.99610351386018,Entire home/apt,95,30,10,2017-07-11,0.19,6,254
962520,"Loft, Home Office/9min walk to Mall",3540917,Patrick,,Five Points,39.753286723405125,-104.98812045263927,Entire home/apt,140,4,26,2017-09-04,0.39,1,321
993015,Denver Victorian / Best Walk Score,2191569,Beth,,Five Points,39.7509751445305,-104.97656402285291,Private room,55,1,493,2018-08-21,7.45,2,241
1004131,Stapleton Carriage House,4745285,Sean,,Stapleton,39.76001252983648,-104.86887948364021,Entire home/apt,109,14,11,2018-07-31,0.18,1,169
1035821,Large Downtown Home Walking Distance Sleeps 10!,2869051,Steven,,Five Points,39.75574657224975,-104.97661414615803,Entire home/apt,149,1,152,2018-08-05,2.36,2,337
1041934,"Private apt in Berkeley, MTN Views!",5811115,Annette,,Berkeley,39.78184717164535,-105.03972142475108,Entire home/apt,215,2,23,2018-08-02,0.38,6,328
1042331,Beautiful Apt in Berkeley/Highlands,5811115,Annette,,Berkeley,39.78166269946343,-105.03975395616527,Entire home/apt,140,1,30,2018-03-20,0.46,6,316
1069351,Historic Denver Bungalow- 30+ day rentals only,3577356,Bonnie,,Sunnyside,39.77379825082122,-105.00936566911584,Entire home/apt,75,30,4,2015-04-08,0.06,1,293
1074386,1BR/1BA Santa Fe Arts District Home,5910663,Tony,,Lincoln Park,39.727709549387704,-104.99787949970052,Entire home/apt,175,1,37,2018-07-31,0.60,3,365
1082572,Baker Flat/Private Yard - Dogs OK.,879998,Jennifer,,Baker,39.71283658621838,-104.99193743591,Entire home/apt,130,2,40,2017-05-14,0.67,1,118
1087609,Private Denver condo near Capitol,5124037,Darja,,Capitol Hill,39.73485879370004,-104.98561222809414,Entire home/apt,48,89,15,2017-03-19,0.24,3,269
1103346,Large Denver Family Home,750327,Jennifer,,Platt Park,39.68342931076625,-104.97810251478994,Entire home/apt,300,7,8,2016-07-08,0.13,1,52
1106479,VICTORIAN HOUSE ROOM/PRIVATE BATH,1496,Julie,,Five Points,39.749400646853125,-104.97469207812242,Private room,75,1,179,2018-08-25,2.83,2,337
1127235,Charming NW Denver 3BR/1BA Cottage,6171072,Bob,,West Highland,39.76013048049502,-105.03131235464467,Entire home/apt,254,3,21,2018-07-28,0.34,1,344
1145324,private room in cozy bungalow,2260880,Juliet,,Speer,39.713022633396065,-104.97511581361184,Private room,48,1,109,2018-03-11,1.70,2,299
1153002,Comforts of Home in RiNO - 3bd/2ba,192640,Kim,,Cole,39.7680351950255,-104.97043552401843,Entire home/apt,132,30,54,2016-05-08,0.86,3,118
1179701,Best Location! Updated home West Washington Park,4500015,Nina,,Speer,39.71120514779041,-104.98365691320369,Entire home/apt,265,3,17,2018-04-21,0.35,2,158
1189999,Private Spacious Apt in Highlands/Denver,6504908,Mike,,West Highland,39.767497508958144,-105.04355810540076,Entire home/apt,110,3,145,2018-08-03,2.33,1,40
1220547,6A Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74565113869539,-104.99751013754428,Entire home/apt,79,30,1,2013-06-23,0.02,38,123
1223593,Sweet and sunny in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73683914164058,-104.96974072818338,Private room,68,2,121,2018-08-11,2.02,3,333
1223612,Suite of rooms in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.732060352468274,-104.96917952106364,Private room,62,2,146,2018-08-14,2.31,3,330
1236000,5B Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.74746920521677,-104.99593329076617,Entire home/apt,69,30,7,2016-08-20,0.11,38,124
1240215,5G Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74739511540135,-104.99584876519586,Entire home/apt,79,30,4,2016-08-15,0.06,38,0
1243170,"Artsy Home - Queen Bed, Private Ba",192640,Kim,,Cole,39.76802925567596,-104.96902765206558,Private room,47,30,9,2016-03-10,0.21,3,118
1243697,Denver Micro Brew Oasis,1810376,Jimbo,,Clayton,39.764268262429454,-104.95290435163544,Entire home/apt,250,1,95,2018-08-13,1.52,4,328
1279279,4E Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.74569749398482,-104.99733374750913,Entire home/apt,107,30,7,2016-12-08,0.11,38,62
1279362,5M Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.74602424405902,-104.99615161622381,Entire home/apt,69,30,8,2018-03-08,0.13,38,123
1279576,5J Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.74588843301599,-104.99558697614532,Entire home/apt,107,30,2,2017-07-28,0.03,38,0
1279685,5E Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.7460531521348,-104.99767680978997,Entire home/apt,107,30,6,2018-07-09,0.10,38,0
1288109,4M Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.745572684687964,-104.9971572635934,Entire home/apt,69,30,4,2018-01-14,0.07,38,62
1288126,6B Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.74665097501163,-104.99621325812697,Entire home/apt,69,30,6,2018-01-12,0.10,38,137
1291655,4F Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.745861902355756,-104.99620395103956,Entire home/apt,69,30,7,2018-06-23,0.11,38,0
1291679,5C Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.74526771659663,-104.99611106129147,Entire home/apt,107,30,4,2016-09-29,0.07,38,0
1309117,Charming 1933  bungalow in Denver for cat lovers,2260880,Juliet,,Speer,39.712447420824496,-104.97529041009015,Entire home/apt,49,3,3,2016-10-24,0.12,2,208
1309159,Logan Square Studio,1001851,Joe,,Capitol Hill,39.73428772988497,-104.98351565388504,Entire home/apt,199,30,48,2018-08-05,0.77,2,212
1311993,5I Brooks Tower: Downtown Denver Studio,6658113,Allison,,CBD,39.74681282014442,-104.99706494228641,Entire home/apt,69,30,8,2017-06-03,0.13,38,137
1313699,S Pearl St Urban Getaway: families!,7138728,Ann,,University,39.68363326859947,-104.9722736737895,Entire home/apt,275,365,18,2016-08-07,0.29,1,365
1315790,6L Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.745753341327905,-104.99793341604015,Entire home/apt,107,30,7,2017-12-02,0.11,38,84
1315816,4L Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.74748175301057,-104.99591409445003,Entire home/apt,107,30,3,2017-07-29,0.06,38,0
1315839,4C Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.74525125062165,-104.99773664074662,Entire home/apt,107,30,2,2016-08-28,0.06,38,0
1315853,4G Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.745174828768455,-104.99586660173914,Entire home/apt,79,30,1,2015-07-07,0.03,38,0
1320470,4H Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74748920901053,-104.99764657231175,Entire home/apt,79,30,5,2016-09-21,0.08,38,0
1327856,Two-Story Open Condo with GREAT Outdoor Rooftop!,7206373,Leila And Alex,,Capitol Hill,39.73370978744554,-104.98163593643416,Entire home/apt,228,2,94,2018-08-19,1.55,1,18
1337012,Logan Square Loft,1001851,Joe,,Capitol Hill,39.735949749255774,-104.98369722240247,Entire home/apt,399,30,21,2018-07-25,0.35,2,178
1339305,5H Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74742945052009,-104.99644423848096,Entire home/apt,79,30,1,2015-07-07,0.03,38,0
1339519,4A Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74750819034018,-104.99586656747019,Entire home/apt,79,30,3,2017-07-10,0.05,38,0
1339536,6N Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74603374769041,-104.99624683616054,Entire home/apt,79,30,3,2017-07-10,0.13,38,0
1339557,6D Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74669198929834,-104.99563763786475,Entire home/apt,79,30,4,2017-05-07,0.07,38,137
1356392,"Work, Play, & Stay at this Premium Downtown Loft",7304490,Jon,,Five Points,39.75558054350074,-104.98892562602401,Entire home/apt,449,2,49,2018-08-12,0.81,4,357
1363517,Gem in the Highlands,7400665,Jessi,,Highland,39.76556237071003,-105.02151635389379,Entire home/apt,90,1,69,2018-07-25,1.11,1,55
1377607,"2/2 Apartment in Denver, CO near Cherry Creek",2826920,Vanessa,,Lowry Field,39.71177495770814,-104.89300122060614,Entire home/apt,80,2,4,2018-08-10,1.54,1,171
1378339,City Park Garden Room Private Bath,1810376,Jimbo,,Clayton,39.765066925084255,-104.95536973112303,Private room,60,1,384,2018-08-24,6.18,4,321
1397309,5A Brooks Tower: Downtown Denver One Bedroom Apt,6658113,Allison,,CBD,39.74682420538548,-104.99755678874517,Entire home/apt,79,30,5,2016-12-14,0.08,38,0
1402409,Spacious 1928 Bungalow near Sloan's Lake.,1382900,Pamela,,West Colfax,39.73845097788821,-105.03882527007433,Entire home/apt,225,3,73,2018-08-20,1.23,1,209
1422518,Modern Townhome/ great neighborhood,7656757,Nick,,Lowry Field,39.72108587247132,-104.8927881660013,Entire home/apt,110,2,26,2018-04-08,0.51,1,360
1436464,Warm and friendly apartment,626433,Lois,,Lowry Field,39.71285303988515,-104.89320226389015,Private room,76,5,2,2014-09-21,0.04,1,363
1451057,Private Pet-Friendly Sunnyside Apartment,7207519,Chris,,Sunnyside,39.77564967948851,-105.02397031739962,Entire home/apt,70,3,12,2018-08-12,1.98,1,113
1454673,2 Bdrm Suite in Victorian (Denver Botanic Gardens),4150751,Pamela,,Congress Park,39.73438750954021,-104.95807171115331,Private room,102,1,70,2018-08-15,1.72,3,294
1471740,6 bedroom modern family home!,1516103,Lyndsay,,Montclair,39.731429748681556,-104.92164870048188,Entire home/apt,380,5,4,2017-03-24,0.07,1,348
1488774,Like-New Victorian House 8blks2dwtn,7961490,Heidi,,Five Points,39.757592530925145,-104.97930179154746,Entire home/apt,175,30,17,2018-08-14,0.28,1,127
1529804,NEW! BRIGHT AND COSY GARDEN STUDIO NEAR TENNYSON,8157870,Rachel,,Berkeley,39.778729411538265,-105.02738594734507,Entire home/apt,75,1,92,2018-08-10,4.18,1,11
1550398,Basement Suite in LoHi Denver · Walk to Downtown,1804382,Amy & Peregrin,,Highland,39.764833317208996,-105.00730111206843,Private room,89,2,16,2018-03-16,1.32,2,0
1557739,Full bed with shared bathroom,8289288,Jessica,,Cole,39.7632368462532,-104.97143217601901,Private room,60,1,113,2018-07-29,2.13,5,170
1560847,"Modern, spacious home in Berkeley",6735482,Adam & Elizabeth,,Berkeley,39.779434449755655,-105.05065635888589,Entire home/apt,99,3,14,2017-10-08,0.23,1,237
1566967,Lake view-10 min.toDntwn~Deck-2 Bed-dog ok,4366942,Nan,,Sloan Lake,39.754041889992486,-105.05223980189838,Entire home/apt,90,30,62,2018-07-31,1.04,4,331
1581384,West Highlands Sweet Retreat!,8410190,Deanna,,West Highland,39.76794278292974,-105.0515134241615,Entire home/apt,125,2,48,2018-08-12,0.83,2,159
1593924,"Walk to Downtown! Capital Hill, 3 BD-Garage &Patio",8354816,Andrew And Siobhan,,Capitol Hill,39.735744326335,-104.97804423947461,Entire home/apt,128,30,24,2018-07-10,0.40,2,262
1600633,Cozy 1BD very near downtown Denver,8530929,Jeff,,North Capitol Hill,39.745370618891066,-104.98471663170966,Entire home/apt,96,3,1,2016-06-18,0.04,1,0
1605771,VINTAGE CITY PARK Charming & Ideal,8554690,Cindy,,City Park,39.741613883121666,-104.95911818877255,Entire home/apt,87,2,100,2018-08-19,1.70,2,315
1619409,"Clean, close and friendly!",1600922,S,,West Colfax,39.73844801488566,-105.04534701036974,Entire home/apt,250,3,0,,,1,0
1622963,Curated&Comfy Private room/bath in Lohi/Highlands,8630750,Tanya,,Highland,39.76578572531462,-105.0165472732285,Private room,85,1,66,2018-08-26,1.23,2,174
1629445,Great Cheeseman Park Full Studio Apartment,8660236,Pete,,Cheesman Park,39.73558764220524,-104.96109379775783,Entire home/apt,94,2,13,2018-01-27,0.59,1,233
1637744,Park Hill Denver: Shady Retreat,8697449,Jennifer,,South Park Hill,39.74252122741143,-104.90984541509503,Private room,60,2,31,2018-07-14,0.81,3,333
1641021,Cozy & Bright Denver Home with Sunroom & Gardens,8712710,Dana,,Villa Park,39.73254931613631,-105.02596252949932,Entire home/apt,66,1,7,2018-07-06,0.65,1,0
1641476,Charming 1890's Victorian Cottage by Sloan's Lake,8714815,Allison,,Sloan Lake,39.75276115873221,-105.05175006363869,Entire home/apt,175,2,13,2018-08-12,1.18,1,175
1678845,Sun-drenched modern loft-RINO ,8882030,Holly,,Five Points,39.75860069029893,-104.98612396570456,Entire home/apt,135,2,94,2018-08-13,1.58,1,327
1712120,Explore Denver from this Cute Downtown Condo,8535470,Quinn,,North Capitol Hill,39.74630690199029,-104.98316003772382,Entire home/apt,139,2,31,2017-10-07,0.52,1,41
1724186,"Two beds, one room, shared bathroom",8289288,Jessica,,Cole,39.764939266049346,-104.9721100002361,Private room,78,1,114,2018-07-20,1.92,5,166
1733052,Beautiful Private Basement Suite,2416216,Jason,,Cheesman Park,39.73871345343784,-104.97072953420572,Private room,85,1,622,2018-08-24,10.48,1,311
1737365,Stylish & Historic LoHi Loft Studio on Wyandot,3378084,Alexandra,,Highland,39.758784474281406,-105.013528495239,Entire home/apt,129,30,57,2018-06-28,1.00,2,361
1777510,Pet Friendly Oasis in the Heart of Wash Park,9331985,Ann,,Washington Park,39.70169270149595,-104.96235325986179,Entire home/apt,219,2,100,2018-08-20,1.78,1,343
1785877,Cozy and Convenient in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73705101314686,-104.96834114686409,Private room,56,2,125,2018-08-08,2.12,3,349
1792152,Peaceful Retreat in Congress Park,9402581,Rita,,Congress Park,39.734042927805675,-104.94653631259847,Private room,78,2,190,2018-08-10,3.47,2,346
1801950,Spacious loft in downtown Denver,9447036,Zach,,CBD,39.74660139561602,-104.9931138158452,Entire home/apt,249,2,128,2018-07-29,2.73,2,337
1813896,"Big private space, neat 1940s house",9501501,Seth,,Cory - Merrill,39.693939845032304,-104.94347767879401,Private room,58,2,153,2018-07-26,2.61,1,140
1828462,Affordable Studio Downtown,9566782,Kelly,,North Capitol Hill,39.74141150734997,-104.98735865530111,Entire home/apt,120,1,325,2018-08-10,5.60,1,346
1845556,Your Home Away from Home-Sunnyside,8704266,John,,Sunnyside,39.77955225985128,-105.02221590183711,Entire home/apt,95,1,141,2017-08-28,2.60,1,330
1855751,3Bd in the heart of Denver! Near Convention Center,7304256,Shannon,,Lincoln Park,39.73232538257325,-104.99741485310341,Entire home/apt,183,3,42,2018-05-11,0.73,1,23
1891877,Great Value Highlands Bungalow!,7879432,Cathy,,Berkeley,39.77317348110875,-105.02828138851804,Private room,50,14,7,2015-06-28,0.14,2,0
1900638,MasterBedroom/PrivateBath*LadiesOnly*Walk to DU*,9869829,Barbara,,University,39.666971121966355,-104.96458031026795,Private room,28,3,62,2018-08-12,1.10,3,127
1901266,PrivateRoom/ShareBath*LadiesOnly*Walk to DU,9869829,Barbara,,University,39.6679321846928,-104.96605879654665,Private room,23,3,58,2018-07-28,1.08,3,146
